W;B;E;S;Bewerkingstype;RE_FO_a_WBE [m3 aardgas];RE_FO_b_WBSE [m3 aardgas];FVrvKC_mean_SJV [m3 aardgas];FVrvKC sd_SJV [m3 aardgas];OP_mean [m2];Se (stdv residuals);Sse;t a/2;Count
6;2;0;G;0;7.521188713;361.7437969;893.8507527;484.129908;70.74772036;492.1595687;108886.0608;1.967222827;329
6;2;1;A+;3;6.091624373;83.85454613;472.730675;303.512771;63.83783784;507.4471639;40086.05405;1.992997126;0
6;2;1;A;0;6.091624373;83.85454613;472.730675;303.512771;63.83783784;507.4471639;40086.05405;1.992997126;74
6;2;1;B;0;6.091624373;236.2447626;703.2844511;442.4625366;76.66915423;504.5890693;133308.9975;1.965897465;402
6;2;1;C;0;6.091624373;287.9974268;749.2286248;468.1255229;75.71563342;504.0728007;666208.996;1.961030744;2226
6;2;1;D;0;6.091624373;323.6042354;768.1594895;461.5220717;72.97811337;504.0146842;1099391.811;1.960483444;4569
6;2;1;E;0;6.091624373;383.864842;830.4693846;465.2424164;73.31452421;504.0436958;744633.7182;1.960756641;2995
6;2;1;F;0;6.091624373;398.5974393;826.2166458;495.0049921;70.19789474;504.1365585;321704.1937;1.961631298;1425
6;2;1;G;0;6.091624373;446.012418;865.8514634;502.465064;68.92070485;504.1182656;398340.0088;1.961458978;1589
6;2;2;A+;3;6.329723462;161.954477;594.1965517;361.2302659;68.28767123;516.6923117;148119.589;1.963223447;0
6;2;2;A;0;6.329723462;161.954477;594.1965517;361.2302659;68.28767123;516.6923117;148119.589;1.963223447;730
6;2;2;B;0;6.329723462;193.6015784;622.0695423;396.0540574;67.69141914;516.4443881;743925.1815;1.960943529;2424
6;2;2;C;0;6.329723462;278.1517647;717.7367955;446.6249855;69.44774657;516.3799748;995272.2789;1.960351496;6124
6;2;2;D;0;6.329723462;352.6292538;779.9050463;472.2226808;67.50307419;516.3730881;1174213.681;1.960288207;7319
6;2;2;E;0;6.329723462;407.089621;834.5514797;496.2834621;67.53246984;516.3836272;827147.058;1.960385062;5636
6;2;2;F;0;6.329723462;472.8810232;899.1662319;522.630708;67.34657702;516.4167505;496896.9817;1.960689492;3272
6;2;2;G;0;6.329723462;520.3845266;945.0264093;550.654518;67.08695652;516.5251223;214737.5652;1.961685753;1380
6;3;0;A+;3;6.333880506;-41.91339638;424.4794586;310.0210722;73.63461538;473.3264655;105732.0577;2.00758377;0
6;3;0;A;0;6.333880506;-41.91339638;424.4794586;310.0210722;73.63461538;473.3264655;105732.0577;2.00758377;52
6;3;0;B;0;6.333880506;92.62472469;654.9771028;366.8195158;88.78481013;471.6964863;78577.34177;1.990847069;79
6;3;0;C;0;6.333880506;229.8689335;769.9581047;440.5342002;85.26987061;469.0975878;190780.5989;1.964366775;541
6;3;0;D;0;6.333880506;299.3300205;792.6275376;478.1299793;77.88235294;469.3924739;227633.5294;1.967358585;323
6;3;0;E;0;6.333880506;377.4027734;887.5135076;541.2572441;80.53684211;471.1759934;107311.6211;1.985523442;95
6;3;0;F;2;6.333880506;377.4027734;887.5135076;541.2572441;80.53684211;471.1759934;107311.6211;1.985523442;0
6;3;0;G;2;6.333880506;377.4027734;887.5135076;541.2572441;80.53684211;471.1759934;107311.6211;1.985523442;0
6;3;1;A+;3;5.891361125;170.6063741;759.4935559;512.7330603;99.95774648;467.4934513;164682.8732;1.994437112;0
6;3;1;A;0;5.891361125;170.6063741;759.4935559;512.7330603;99.95774648;467.4934513;164682.8732;1.994437112;71
6;3;1;B;0;5.891361125;213.1958034;667.7085383;392.5730188;77.14901961;465.058573;125508.3373;1.96934754;255
6;3;1;C;0;5.891361125;291.0798607;769.6858014;452.9728196;81.23860182;464.3187812;476209.079;1.961769626;1316
6;3;1;D;0;5.891361125;307.3443825;774.6215706;412.0405344;79.31565866;464.3347508;412616.7341;1.961932984;1207
6;3;1;E;0;5.891361125;369.2863735;874.7596197;436.1078629;85.79905993;464.4154665;250850.6392;1.962758803;851
6;3;1;F;0;5.891361125;461.425253;967.630122;492.5169704;85.92324561;464.6530892;168088.3136;1.965191428;456
6;3;1;G;0;5.891361125;435.3376314;899.1202372;331.6044941;78.72248804;465.2619663;68157.90431;1.971434659;209
6;3;2;A+;3;3.107240449;280.0477364;526.9462645;345.04697;79.45909956;469.4137758;323069.6119;1.96147037;0
6;3;2;A;0;3.107240449;280.0477364;526.9462645;345.04697;79.45909956;469.4137758;323069.6119;1.96147037;1577
6;3;2;B;0;3.107240449;379.9605852;636.7574716;391.587773;82.644678;469.317314;795980.3933;1.960494717;4472
6;3;2;C;0;3.107240449;448.2572734;698.8255956;408.0853483;80.64014561;469.3055101;1184966.942;1.960375351;5769
6;3;2;D;0;3.107240449;559.3538809;805.5588416;445.4148969;79.23588945;469.3105081;1265126.102;1.960425892;5138
6;3;2;E;0;3.107240449;606.7689698;842.7531142;499.6516896;75.94653465;469.3810819;730684.2257;1.961139651;2020
6;3;2;F;0;3.107240449;630.2937575;874.5687422;480.4791827;78.61476726;469.6425045;201857.5441;1.963785232;623
6;3;2;G;0;3.107240449;710.8424617;925.775385;567.3000692;69.17164179;471.0389909;17701.05224;1.977961264;134
6;4;0;A+;3;6.413293268;122.1407795;576.4389559;266.1434187;70.83695652;478.6400591;157897.1087;1.973011915;0
6;4;0;A;0;6.413293268;122.1407795;576.4389559;266.1434187;70.83695652;478.6400591;157897.1087;1.973011915;184
6;4;0;B;0;6.413293268;169.9447667;715.3944455;478.9855281;85.04985755;477.6713366;775715.255;1.96335386;702
6;4;0;C;0;6.413293268;159.9503504;740.4396985;490.2230061;90.51345756;477.4129129;2563787.975;1.960783193;2898
6;4;0;D;0;6.413293268;213.8941396;790.813818;497.0368832;89.95685279;477.9389601;458694.2665;1.966018615;394
6;4;0;E;2;6.413293268;213.8941396;790.813818;497.0368832;89.95685279;477.9389601;458694.2665;1.966018615;0
6;4;0;F;2;6.413293268;213.8941396;790.813818;497.0368832;89.95685279;477.9389601;458694.2665;1.966018615;0
6;4;0;G;2;6.413293268;213.8941396;790.813818;497.0368832;89.95685279;477.9389601;458694.2665;1.966018615;0
6;4;1;A+;3;5.925528129;101.8437063;540.3558443;361.7076145;74.00389105;495.8844418;342660.9961;1.96927389;0
6;4;1;A;0;5.925528129;101.8437063;540.3558443;361.7076145;74.00389105;495.8844418;342660.9961;1.96927389;257
6;4;1;B;0;5.925528129;213.6257276;640.3095807;429.5226974;72.00773395;495.0107259;2386081.845;1.960882114;2586
6;4;1;C;0;5.925528129;230.2282121;724.4079265;484.3294526;83.3984252;494.9449529;4671722.58;1.960251435;8255
6;4;1;D;0;5.925528129;311.2379184;789.8870392;519.7041741;80.77746158;495.0559512;1181635.987;1.961315852;1757
6;4;1;E;0;5.925528129;365.0816911;828.6379283;492.8121909;78.23036649;496.2225414;109165.8639;1.972528182;191
6;4;1;F;0;5.925528129;306.2711806;785.335065;391.791756;80.84745763;499.2374534;33383.62712;2.001717484;59
6;4;1;G;2;5.925528129;306.2711806;785.335065;391.791756;80.84745763;499.2374534;33383.62712;2.001717484;0
6;4;2;A+;3;5.691050372;175.2884228;513.3113327;355.8676055;59.39552239;460.6869736;100596.0746;1.968888622;0
6;4;2;A;0;5.691050372;175.2884228;513.3113327;355.8676055;59.39552239;460.6869736;100596.0746;1.968888622;268
6;4;2;B;0;5.691050372;210.4616582;582.9854834;401.1704818;65.45783307;459.8567209;1926419.958;1.960307254;6913
6;4;2;C;0;5.691050372;262.2401917;673.4376478;452.2382786;72.2533503;459.842958;3260388.243;1.960165232;11790
6;4;2;D;0;5.691050372;302.0293556;707.9131603;413.1839159;71.31966477;459.8923059;1208558.598;1.960674498;3341
6;4;2;E;0;5.691050372;363.2603944;738.0079313;472.4978763;65.84857143;460.4836465;210972.9743;1.966784557;350
6;4;2;F;0;5.691050372;455.9851003;811.5967063;419.3936818;62.48611111;463.0962607;28487.98611;1.993943368;72
6;4;2;G;0;5.691050372;258.8446202;710.7359084;582.3970957;79.40384615;464.398925;15894.51923;2.00758377;52
6;5;0;A+;3;6.498641881;66.90381222;798.2718005;512.1478132;112.5416667;462.1959878;144179.8333;1.985251004;0
6;5;0;A;0;6.498641881;66.90381222;798.2718005;512.1478132;112.5416667;462.1959878;144179.8333;1.985251004;96
6;5;0;B;0;6.498641881;70.45774647;751.9354631;470.7132973;104.8646362;459.9517129;1042606.342;1.961974707;1182
6;5;0;C;0;6.498641881;12.15706641;653.7776456;435.5201573;98.73148744;459.905131;840577.0303;1.961493682;1553
6;5;0;D;0;6.498641881;210.0902509;858.0048464;551.9117136;99.7;464.5213897;46324.5;2.009575237;50
6;5;0;E;2;6.498641881;210.0902509;858.0048464;551.9117136;99.7;464.5213897;46324.5;2.009575237;0
6;5;0;F;2;6.498641881;210.0902509;858.0048464;551.9117136;99.7;464.5213897;46324.5;2.009575237;0
6;5;0;G;2;6.498641881;210.0902509;858.0048464;551.9117136;99.7;464.5213897;46324.5;2.009575237;0
6;5;1;A+;3;5.173595774;230.2169411;713.4554226;475.0078866;93.4047619;459.3535156;106460.4762;1.974270957;0
6;5;1;A;0;5.173595774;230.2169411;713.4554226;475.0078866;93.4047619;459.3535156;106460.4762;1.974270957;168
6;5;1;B;0;5.173595774;183.8112207;666.4474642;429.3775204;93.28835582;458.0906776;920508.6187;1.961150826;2001
6;5;1;C;0;5.173595774;170.2993558;644.9066729;440.04413;91.73645137;458.0611952;1228252.88;1.960845277;2694
6;5;1;D;0;5.173595774;75.83605573;556.8703862;386.0673029;92.9787234;459.6205845;51252.93617;1.97705372;141
6;5;1;E;2;5.173595774;75.83605573;556.8703862;386.0673029;92.9787234;459.6205845;51252.93617;1.97705372;0
6;5;1;F;2;5.173595774;75.83605573;556.8703862;386.0673029;92.9787234;459.6205845;51252.93617;1.97705372;0
6;5;1;G;2;5.173595774;75.83605573;556.8703862;386.0673029;92.9787234;459.6205845;51252.93617;1.97705372;0
6;5;2;A+;3;5.654200887;148.0260781;558.1612497;363.0353695;72.53636364;432.0730394;60780.70909;1.970855367;0
6;5;2;A;0;5.654200887;148.0260781;558.1612497;363.0353695;72.53636364;432.0730394;60780.70909;1.970855367;220
6;5;2;B;0;5.654200887;161.3298531;585.5495327;391.0672779;75.02734482;431.1444106;617143.2655;1.960613066;3657
6;5;2;C;0;5.654200887;198.0684525;639.6045334;415.8823863;78.08991753;431.1428098;770387.6079;1.960595443;3759
6;5;2;D;0;5.654200887;180.4813802;606.1429269;403.0500053;75.28235294;431.9365499;35239.67059;1.96934754;255
6;5;2;E;2;5.654200887;180.4813802;606.1429269;403.0500053;75.28235294;431.9365499;35239.67059;1.96934754;0
6;5;2;F;2;5.654200887;180.4813802;606.1429269;403.0500053;75.28235294;431.9365499;35239.67059;1.96934754;0
6;5;2;G;2;5.654200887;180.4813802;606.1429269;403.0500053;75.28235294;431.9365499;35239.67059;1.96934754;0
6;6;0;A+;3;4.706933805;225.5190657;793.3439704;511.1844411;120.6358382;428.233089;328468.0578;1.973852169;0
6;6;0;A;0;4.706933805;225.5190657;793.3439704;511.1844411;120.6358382;428.233089;328468.0578;1.973852169;173
6;6;0;B;0;4.706933805;150.0015225;643.4494378;423.3956234;104.8342585;427.0711218;2081920.72;1.960905433;2522
6;6;0;C;0;4.706933805;87.7368795;554.2739302;382.2634467;99.11697723;427.0970146;1104651.563;1.961193261;1932
6;6;0;D;2;4.706933805;87.7368795;554.2739302;382.2634467;99.11697723;427.0970146;1104651.563;1.961193261;0
6;6;0;E;2;4.706933805;87.7368795;554.2739302;382.2634467;99.11697723;427.0970146;1104651.563;1.961193261;0
6;6;0;F;2;4.706933805;87.7368795;554.2739302;382.2634467;99.11697723;427.0970146;1104651.563;1.961193261;0
6;6;0;G;2;4.706933805;87.7368795;554.2739302;382.2634467;99.11697723;427.0970146;1104651.563;1.961193261;0
6;6;1;A+;3;4.460864913;210.492264;658.4329702;457.4022184;100.4156627;444.722558;112194.3193;1.97444563;0
6;6;1;A;0;4.460864913;210.492264;658.4329702;457.4022184;100.4156627;444.722558;112194.3193;1.97444563;166
6;6;1;B;0;4.460864913;215.2746843;660.1605212;441.4257625;99.73084718;443.4627903;2252745.283;1.96092644;2467
6;6;1;C;0;4.460864913;152.2310897;575.8861237;403.4398361;94.97150042;443.4658453;1483120.062;1.960959144;2386
6;6;1;D;0;4.460864913;160.1606811;597.6440758;425.7269202;98.07142857;446.6210621;42788.64286;1.994945415;70
6;6;1;E;2;4.460864913;160.1606811;597.6440758;425.7269202;98.07142857;446.6210621;42788.64286;1.994945415;0
6;6;1;F;2;4.460864913;160.1606811;597.6440758;425.7269202;98.07142857;446.6210621;42788.64286;1.994945415;0
6;6;1;G;2;4.460864913;160.1606811;597.6440758;425.7269202;98.07142857;446.6210621;42788.64286;1.994945415;0
6;6;2;A+;3;3.31510277;256.061925;516.3922097;308.653384;78.52857143;380.6369774;136649.7714;1.968503127;0
6;6;2;A;0;3.31510277;256.061925;516.3922097;308.653384;78.52857143;380.6369774;136649.7714;1.968503127;280
6;6;2;B;0;3.31510277;286.0797597;542.0332112;343.3654617;77.2083007;380.0286551;629753.184;1.960893627;2554
6;6;2;C;0;3.31510277;305.0978874;572.7331416;364.7026784;80.73211382;380.0315014;1406236.463;1.960929182;2460
6;6;2;D;0;3.31510277;342.4992485;594.8073963;394.5802014;76.10869565;380.5474353;67783.19565;1.967381707;322
6;6;2;E;2;3.31510277;342.4992485;594.8073963;394.5802014;76.10869565;380.5474353;67783.19565;1.967381707;0
6;6;2;F;2;3.31510277;342.4992485;594.8073963;394.5802014;76.10869565;380.5474353;67783.19565;1.967381707;0
6;6;2;G;2;3.31510277;342.4992485;594.8073963;394.5802014;76.10869565;380.5474353;67783.19565;1.967381707;0
6;7;0;A+;3;5.024852182;77.07048904;636.3129302;413.188787;111.295302;422.8850891;2030072.067;1.961558456;0
6;7;0;A;0;5.024852182;77.07048904;636.3129302;413.188787;111.295302;422.8850891;2030072.067;1.961558456;1490
6;7;0;B;0;5.024852182;64.90262432;613.2935966;428.1013629;109.1357422;422.7774749;6450182.791;1.960350234;6144
6;7;0;C;0;5.024852182;39.54685146;533.0081103;354.3840602;98.20413437;423.2917231;220360.8734;1.966128753;387
6;7;0;D;2;5.024852182;39.54685146;533.0081103;354.3840602;98.20413437;423.2917231;220360.8734;1.966128753;0
6;7;0;E;2;5.024852182;39.54685146;533.0081103;354.3840602;98.20413437;423.2917231;220360.8734;1.966128753;0
6;7;0;F;2;5.024852182;39.54685146;533.0081103;354.3840602;98.20413437;423.2917231;220360.8734;1.966128753;0
6;7;0;G;2;5.024852182;39.54685146;533.0081103;354.3840602;98.20413437;423.2917231;220360.8734;1.966128753;0
6;7;1;A+;3;4.436544942;112.6574452;597.7228455;402.7629034;109.3340441;405.7213627;1663968.999;1.961652662;0
6;7;1;A;0;4.436544942;112.6574452;597.7228455;402.7629034;109.3340441;405.7213627;1663968.999;1.961652662;1407
6;7;1;B;0;4.436544942;121.6469988;573.255536;400.0689672;101.7928462;405.6114419;5333614.858;1.960366282;5899
6;7;1;C;0;4.436544942;155.7410897;571.4095369;351.7555993;93.69192751;405.9121042;545867.3904;1.963886321;607
6;7;1;D;2;4.436544942;155.7410897;571.4095369;351.7555993;93.69192751;405.9121042;545867.3904;1.963886321;0
6;7;1;E;2;4.436544942;155.7410897;571.4095369;351.7555993;93.69192751;405.9121042;545867.3904;1.963886321;0
6;7;1;F;2;4.436544942;155.7410897;571.4095369;351.7555993;93.69192751;405.9121042;545867.3904;1.963886321;0
6;7;1;G;2;4.436544942;155.7410897;571.4095369;351.7555993;93.69192751;405.9121042;545867.3904;1.963886321;0
6;7;2;A+;3;3.137918004;274.804097;563.1582157;370.2650427;91.89345238;374.4508858;1082987.928;1.961377894;0
6;7;2;A;0;3.137918004;274.804097;563.1582157;370.2650427;91.89345238;374.4508858;1082987.928;1.961377894;1680
6;7;2;B;0;3.137918004;259.1035994;545.9208962;346.9691764;91.40369393;374.4099559;1224772.644;1.960858908;2653
6;7;2;C;0;3.137918004;281.7105947;543.1792467;306.785271;83.32552083;374.8290119;156228.3099;1.966177191;384
6;7;2;D;2;3.137918004;281.7105947;543.1792467;306.785271;83.32552083;374.8290119;156228.3099;1.966177191;0
6;7;2;E;2;3.137918004;281.7105947;543.1792467;306.785271;83.32552083;374.8290119;156228.3099;1.966177191;0
6;7;2;F;2;3.137918004;281.7105947;543.1792467;306.785271;83.32552083;374.8290119;156228.3099;1.966177191;0
6;7;2;G;2;3.137918004;281.7105947;543.1792467;306.785271;83.32552083;374.8290119;156228.3099;1.966177191;0
6;8;0;A+;3;4.537033546;105.9874524;575.7497058;403.9780191;103.5395151;403.5050818;6831546.082;1.960337582;0
6;8;0;A;0;4.537033546;105.9874524;575.7497058;403.9780191;103.5395151;403.5050818;6831546.082;1.960337582;6352
6;8;0;B;0;4.537033546;152.9870001;590.8961451;360.8889569;96.51882461;403.6588611;524753.8641;1.962146767;1089
6;8;0;C;0;4.537033546;281.7047439;686.5731192;332.3712774;89.23636364;407.2618784;14755.92727;2.004879288;55
6;8;0;D;2;4.537033546;281.7047439;686.5731192;332.3712774;89.23636364;407.2618784;14755.92727;2.004879288;0
6;8;0;E;2;4.537033546;281.7047439;686.5731192;332.3712774;89.23636364;407.2618784;14755.92727;2.004879288;0
6;8;0;F;2;4.537033546;281.7047439;686.5731192;332.3712774;89.23636364;407.2618784;14755.92727;2.004879288;0
6;8;0;G;2;4.537033546;281.7047439;686.5731192;332.3712774;89.23636364;407.2618784;14755.92727;2.004879288;0
6;8;1;A+;3;4.228624144;142.7533808;551.2351731;391.9798744;96.59921962;396.3766452;7978523.356;1.96029467;0
6;8;1;A;0;4.228624144;142.7533808;551.2351731;391.9798744;96.59921962;396.3766452;7978523.356;1.96029467;7176
6;8;1;B;0;4.228624144;144.3054321;563.7931316;374.5825183;99.20193548;396.4770212;796727.7942;1.961496647;1550
6;8;1;C;0;4.228624144;127.7104964;503.4448947;352.7949978;88.855;397.348643;83434.795;1.971956544;200
6;8;1;D;2;4.228624144;127.7104964;503.4448947;352.7949978;88.855;397.348643;83434.795;1.971956544;0
6;8;1;E;2;4.228624144;127.7104964;503.4448947;352.7949978;88.855;397.348643;83434.795;1.971956544;0
6;8;1;F;2;4.228624144;127.7104964;503.4448947;352.7949978;88.855;397.348643;83434.795;1.971956544;0
6;8;1;G;2;4.228624144;127.7104964;503.4448947;352.7949978;88.855;397.348643;83434.795;1.971956544;0
6;8;2;A+;0;3.388630629;155.3178096;410.2808883;308.3419284;75.24074074;363.7032494;21661.74074;1.98238337;108
6;8;2;A;0;3.388630629;220.698173;534.6638544;341.2558786;92.65267176;362.0342654;2912799.863;1.960416897;5240
6;8;2;B;0;3.388630629;252.7079952;552.528886;350.6256416;88.47848101;362.0652144;902433.9696;1.960822629;2765
6;8;2;C;0;3.388630629;403.3931357;651.1571985;254.6912111;73.11627907;362.7060535;193148.5116;1.969237496;258
6;8;2;D;0;3.388630629;457.0727135;615.4785513;114.7021166;46.74626866;364.7736966;15296.68657;1.996564419;67
6;8;2;E;2;3.388630629;457.0727135;615.4785513;114.7021166;46.74626866;364.7736966;15296.68657;1.996564419;0
6;8;2;F;2;3.388630629;457.0727135;615.4785513;114.7021166;46.74626866;364.7736966;15296.68657;1.996564419;0
6;8;2;G;2;3.388630629;457.0727135;615.4785513;114.7021166;46.74626866;364.7736966;15296.68657;1.996564419;0
6;9;0;A+;3;4.335307554;113.9125205;493.4424945;359.3529738;87.54395604;355.972494;2016278.929;1.960967564;0
6;9;0;A;0;4.335307554;113.9125205;493.4424945;359.3529738;87.54395604;355.972494;2016278.929;1.960967564;2366
6;9;0;B;0;4.335307554;152.5075678;489.2059063;284.1169508;77.66423358;357.2129335;32948.55474;1.977560777;137
6;9;0;C;0;4.335307554;367.4302764;673.5696867;94.5339335;70.61538462;358.7106882;12375.38462;1.997729654;65
6;9;0;D;2;4.335307554;367.4302764;673.5696867;94.5339335;70.61538462;358.7106882;12375.38462;1.997729654;0
6;9;0;E;2;4.335307554;367.4302764;673.5696867;94.5339335;70.61538462;358.7106882;12375.38462;1.997729654;0
6;9;0;F;2;4.335307554;367.4302764;673.5696867;94.5339335;70.61538462;358.7106882;12375.38462;1.997729654;0
6;9;0;G;2;4.335307554;367.4302764;673.5696867;94.5339335;70.61538462;358.7106882;12375.38462;1.997729654;0
6;9;1;A+;0;3.601767964;134.379804;438.906749;239.1520283;84.54929577;374.3289728;55809.57746;1.994437112;71
6;9;1;A;0;3.601767964;186.8771008;505.6749517;369.4405819;88.51149048;371.7066169;3449341.098;1.96074336;3046
6;9;1;B;0;3.601767964;194.4532015;510.0408978;332.3867409;87.62021858;372.1557284;186164.2104;1.966484596;366
6;9;1;C;0;3.601767964;396.1807182;706.8148287;150.4197473;86.24489796;373.5762157;9674.122449;1.984723186;98
6;9;1;D;2;3.601767964;396.1807182;706.8148287;150.4197473;86.24489796;373.5762157;9674.122449;1.984723186;0
6;9;1;E;2;3.601767964;396.1807182;706.8148287;150.4197473;86.24489796;373.5762157;9674.122449;1.984723186;0
6;9;1;F;2;3.601767964;396.1807182;706.8148287;150.4197473;86.24489796;373.5762157;9674.122449;1.984723186;0
6;9;1;G;2;3.601767964;396.1807182;706.8148287;150.4197473;86.24489796;373.5762157;9674.122449;1.984723186;0
6;9;2;A+;0;3.229680217;190.5463715;464.7793469;263.5137384;84.91025641;308.5268051;53881.48718;1.967621133;312
6;9;2;A;0;3.229680217;201.8344888;479.4697735;299.8872407;85.96370726;308.0766015;2188562.609;1.960675991;3334
6;9;2;B;0;3.229680217;243.5084526;525.48792;264.2222083;87.3087886;308.2136788;254683.715;1.962788754;842
6;9;2;C;0;3.229680217;559.1023865;827.3420089;220.4021694;83.05454545;310.9227494;25096.83636;2.004879288;55
6;9;2;D;2;3.229680217;559.1023865;827.3420089;220.4021694;83.05454545;310.9227494;25096.83636;2.004879288;0
6;9;2;E;2;3.229680217;559.1023865;827.3420089;220.4021694;83.05454545;310.9227494;25096.83636;2.004879288;0
6;9;2;F;2;3.229680217;559.1023865;827.3420089;220.4021694;83.05454545;310.9227494;25096.83636;2.004879288;0
6;9;2;G;2;3.229680217;559.1023865;827.3420089;220.4021694;83.05454545;310.9227494;25096.83636;2.004879288;0
6;10;0;A+;3;4.307837289;105.4197745;498.2078904;349.5936762;91.17988669;345.0093433;829456.1544;1.963334594;0
6;10;0;A;0;4.307837289;105.4197745;498.2078904;349.5936762;91.17988669;345.0093433;829456.1544;1.963334594;706
6;10;0;B;2;4.307837289;105.4197745;498.2078904;349.5936762;91.17988669;345.0093433;829456.1544;1.963334594;0
6;10;0;C;2;4.307837289;105.4197745;498.2078904;349.5936762;91.17988669;345.0093433;829456.1544;1.963334594;0
6;10;0;D;2;4.307837289;105.4197745;498.2078904;349.5936762;91.17988669;345.0093433;829456.1544;1.963334594;0
6;10;0;E;2;4.307837289;105.4197745;498.2078904;349.5936762;91.17988669;345.0093433;829456.1544;1.963334594;0
6;10;0;F;2;4.307837289;105.4197745;498.2078904;349.5936762;91.17988669;345.0093433;829456.1544;1.963334594;0
6;10;0;G;2;4.307837289;105.4197745;498.2078904;349.5936762;91.17988669;345.0093433;829456.1544;1.963334594;0
6;10;1;A+;3;3.72583172;154.7277742;490.6120314;356.9323584;90.15014164;351.6335536;590189.0425;1.96672623;0
6;10;1;A;0;3.72583172;154.7277742;490.6120314;356.9323584;90.15014164;351.6335536;590189.0425;1.96672623;353
6;10;1;B;2;3.72583172;154.7277742;490.6120314;356.9323584;90.15014164;351.6335536;590189.0425;1.96672623;0
6;10;1;C;2;3.72583172;154.7277742;490.6120314;356.9323584;90.15014164;351.6335536;590189.0425;1.96672623;0
6;10;1;D;2;3.72583172;154.7277742;490.6120314;356.9323584;90.15014164;351.6335536;590189.0425;1.96672623;0
6;10;1;E;2;3.72583172;154.7277742;490.6120314;356.9323584;90.15014164;351.6335536;590189.0425;1.96672623;0
6;10;1;F;2;3.72583172;154.7277742;490.6120314;356.9323584;90.15014164;351.6335536;590189.0425;1.96672623;0
6;10;1;G;2;3.72583172;154.7277742;490.6120314;356.9323584;90.15014164;351.6335536;590189.0425;1.96672623;0
6;10;2;A+;3;1.162414391;241.4828759;295.8683705;220.5535846;46.78666667;239.5087156;46712.58667;1.992543495;0
6;10;2;A;0;1.162414391;241.4828759;295.8683705;220.5535846;46.78666667;239.5087156;46712.58667;1.992543495;75
6;10;2;B;2;1.162414391;241.4828759;295.8683705;220.5535846;46.78666667;239.5087156;46712.58667;1.992543495;0
6;10;2;C;2;1.162414391;241.4828759;295.8683705;220.5535846;46.78666667;239.5087156;46712.58667;1.992543495;0
6;10;2;D;2;1.162414391;241.4828759;295.8683705;220.5535846;46.78666667;239.5087156;46712.58667;1.992543495;0
6;10;2;E;2;1.162414391;241.4828759;295.8683705;220.5535846;46.78666667;239.5087156;46712.58667;1.992543495;0
6;10;2;F;2;1.162414391;241.4828759;295.8683705;220.5535846;46.78666667;239.5087156;46712.58667;1.992543495;0
6;10;2;G;2;1.162414391;241.4828759;295.8683705;220.5535846;46.78666667;239.5087156;46712.58667;1.992543495;0
