W;B;E;S;Bewerkingstype;RE_FO_a_WBE [m3 aardgas];RE_FO_b_WBSE [m3 aardgas];FVrvKC_mean_SJV [m3 aardgas];FVrvKC sd_SJV [m3 aardgas];OP_mean [m2];Se (stdv residuals);Sse;t a/2;Count
2;7;2;A;0;1.051109436;745.6028869;879.7922645;288.2329964;127.6645161;345.8447497;62322.55484;1.975488058;155
2;7;2;B;0;1.051109436;809.284556;927.5681188;354.1236647;112.5321101;346.3271436;82261.13761;1.982173483;109
2;7;2;C;2;1.051109436;809.284556;927.5681188;354.1236647;112.5321101;346.3271436;82261.13761;1.982173483;0
2;7;2;D;2;1.051109436;809.284556;927.5681188;354.1236647;112.5321101;346.3271436;82261.13761;1.982173483;0
2;7;2;E;2;1.051109436;809.284556;927.5681188;354.1236647;112.5321101;346.3271436;82261.13761;1.982173483;0
2;7;2;F;2;1.051109436;809.284556;927.5681188;354.1236647;112.5321101;346.3271436;82261.13761;1.982173483;0
2;7;2;G;2;1.051109436;809.284556;927.5681188;354.1236647;112.5321101;346.3271436;82261.13761;1.982173483;0
2;8;0;A+;3;4.375395595;376.2895165;1118.598919;435.9334663;169.65538;442.3202071;8618778.82;1.960321103;0
2;8;0;A;0;4.375395595;376.2895165;1118.598919;435.9334663;169.65538;442.3202071;8618778.82;1.960321103;6645
2;8;0;B;2;4.375395595;376.2895165;1118.598919;435.9334663;169.65538;442.3202071;8618778.82;1.960321103;0
2;8;0;C;2;4.375395595;376.2895165;1118.598919;435.9334663;169.65538;442.3202071;8618778.82;1.960321103;0
2;8;0;D;2;4.375395595;376.2895165;1118.598919;435.9334663;169.65538;442.3202071;8618778.82;1.960321103;0
2;8;0;E;2;4.375395595;376.2895165;1118.598919;435.9334663;169.65538;442.3202071;8618778.82;1.960321103;0
2;8;0;F;2;4.375395595;376.2895165;1118.598919;435.9334663;169.65538;442.3202071;8618778.82;1.960321103;0
2;8;0;G;2;4.375395595;376.2895165;1118.598919;435.9334663;169.65538;442.3202071;8618778.82;1.960321103;0
2;8;1;A+;3;2.771522298;708.7929581;1142.808806;512.7939328;156.5983607;547.7091993;184409.3197;1.979763763;0
2;8;1;A;0;2.771522298;708.7929581;1142.808806;512.7939328;156.5983607;547.7091993;184409.3197;1.979763763;122
2;8;1;B;2;2.771522298;708.7929581;1142.808806;512.7939328;156.5983607;547.7091993;184409.3197;1.979763763;0
2;8;1;C;2;2.771522298;708.7929581;1142.808806;512.7939328;156.5983607;547.7091993;184409.3197;1.979763763;0
2;8;1;D;2;2.771522298;708.7929581;1142.808806;512.7939328;156.5983607;547.7091993;184409.3197;1.979763763;0
2;8;1;E;2;2.771522298;708.7929581;1142.808806;512.7939328;156.5983607;547.7091993;184409.3197;1.979763763;0
2;8;1;F;2;2.771522298;708.7929581;1142.808806;512.7939328;156.5983607;547.7091993;184409.3197;1.979763763;0
2;8;1;G;2;2.771522298;708.7929581;1142.808806;512.7939328;156.5983607;547.7091993;184409.3197;1.979763763;0
2;8;2;A+;3;4.609219743;239.6886059;832.8431762;300.4661881;128.688716;306.0815842;138201.0973;1.96927389;0
2;8;2;A;0;4.609219743;239.6886059;832.8431762;300.4661881;128.688716;306.0815842;138201.0973;1.96927389;257
2;8;2;B;2;4.609219743;239.6886059;832.8431762;300.4661881;128.688716;306.0815842;138201.0973;1.96927389;0
2;8;2;C;2;4.609219743;239.6886059;832.8431762;300.4661881;128.688716;306.0815842;138201.0973;1.96927389;0
2;8;2;D;2;4.609219743;239.6886059;832.8431762;300.4661881;128.688716;306.0815842;138201.0973;1.96927389;0
2;8;2;E;2;4.609219743;239.6886059;832.8431762;300.4661881;128.688716;306.0815842;138201.0973;1.96927389;0
2;8;2;F;2;4.609219743;239.6886059;832.8431762;300.4661881;128.688716;306.0815842;138201.0973;1.96927389;0
2;8;2;G;2;4.609219743;239.6886059;832.8431762;300.4661881;128.688716;306.0815842;138201.0973;1.96927389;0
2;9;0;A+;3;4.32752357;320.1578823;1003.706775;407.4723186;157.9538232;402.8054743;3125348.706;1.961143157;0
2;9;0;A;0;4.32752357;320.1578823;1003.706775;407.4723186;157.9538232;402.8054743;3125348.706;1.961143157;2014
2;9;0;B;2;4.32752357;320.1578823;1003.706775;407.4723186;157.9538232;402.8054743;3125348.706;1.961143157;0
2;9;0;C;2;4.32752357;320.1578823;1003.706775;407.4723186;157.9538232;402.8054743;3125348.706;1.961143157;0
2;9;0;D;2;4.32752357;320.1578823;1003.706775;407.4723186;157.9538232;402.8054743;3125348.706;1.961143157;0
2;9;0;E;2;4.32752357;320.1578823;1003.706775;407.4723186;157.9538232;402.8054743;3125348.706;1.961143157;0
2;9;0;F;2;4.32752357;320.1578823;1003.706775;407.4723186;157.9538232;402.8054743;3125348.706;1.961143157;0
2;9;0;G;2;4.32752357;320.1578823;1003.706775;407.4723186;157.9538232;402.8054743;3125348.706;1.961143157;0
2;9;1;A+;3;7.037958734;-26.12444149;905.5886876;465.3939524;132.384;397.3422337;211117.568;1.979280117;0
2;9;1;A;0;7.037958734;-26.12444149;905.5886876;465.3939524;132.384;397.3422337;211117.568;1.979280117;125
2;9;1;B;2;7.037958734;-26.12444149;905.5886876;465.3939524;132.384;397.3422337;211117.568;1.979280117;0
2;9;1;C;2;7.037958734;-26.12444149;905.5886876;465.3939524;132.384;397.3422337;211117.568;1.979280117;0
2;9;1;D;2;7.037958734;-26.12444149;905.5886876;465.3939524;132.384;397.3422337;211117.568;1.979280117;0
2;9;1;E;2;7.037958734;-26.12444149;905.5886876;465.3939524;132.384;397.3422337;211117.568;1.979280117;0
2;9;1;F;2;7.037958734;-26.12444149;905.5886876;465.3939524;132.384;397.3422337;211117.568;1.979280117;0
2;9;1;G;2;7.037958734;-26.12444149;905.5886876;465.3939524;132.384;397.3422337;211117.568;1.979280117;0
2;9;2;A+;0;1.285535602;413.1623371;560.9205451;314.8439455;114.9390244;321.7511224;24168.69512;1.989686323;82
2;9;2;A;0;1.285535602;596.0092911;752.4097508;274.8926265;121.66171;320.3570759;150202.2156;1.968855173;269
2;9;2;B;2;1.285535602;596.0092911;752.4097508;274.8926265;121.66171;320.3570759;150202.2156;1.968855173;0
2;9;2;C;2;1.285535602;596.0092911;752.4097508;274.8926265;121.66171;320.3570759;150202.2156;1.968855173;0
2;9;2;D;2;1.285535602;596.0092911;752.4097508;274.8926265;121.66171;320.3570759;150202.2156;1.968855173;0
2;9;2;E;2;1.285535602;596.0092911;752.4097508;274.8926265;121.66171;320.3570759;150202.2156;1.968855173;0
2;9;2;F;2;1.285535602;596.0092911;752.4097508;274.8926265;121.66171;320.3570759;150202.2156;1.968855173;0
2;9;2;G;2;1.285535602;596.0092911;752.4097508;274.8926265;121.66171;320.3570759;150202.2156;1.968855173;0
2;10;0;A+;3;4.085618344;259.7417573;893.9852272;379.6411906;155.238061;390.5521027;2561421.166;1.960816458;0
2;10;0;A;0;4.085618344;259.7417573;893.9852272;379.6411906;155.238061;390.5521027;2561421.166;1.960816458;2785
2;10;0;B;2;4.085618344;259.7417573;893.9852272;379.6411906;155.238061;390.5521027;2561421.166;1.960816458;0
2;10;0;C;2;4.085618344;259.7417573;893.9852272;379.6411906;155.238061;390.5521027;2561421.166;1.960816458;0
2;10;0;D;2;4.085618344;259.7417573;893.9852272;379.6411906;155.238061;390.5521027;2561421.166;1.960816458;0
2;10;0;E;2;4.085618344;259.7417573;893.9852272;379.6411906;155.238061;390.5521027;2561421.166;1.960816458;0
2;10;0;F;2;4.085618344;259.7417573;893.9852272;379.6411906;155.238061;390.5521027;2561421.166;1.960816458;0
2;10;0;G;2;4.085618344;259.7417573;893.9852272;379.6411906;155.238061;390.5521027;2561421.166;1.960816458;0
2;10;1;A+;3;4.433038823;256.3437638;903.0502441;442.6140587;145.8833333;450.3935954;232714.55;1.973305434;0
2;10;1;A;0;4.433038823;256.3437638;903.0502441;442.6140587;145.8833333;450.3935954;232714.55;1.973305434;180
2;10;1;B;2;4.433038823;256.3437638;903.0502441;442.6140587;145.8833333;450.3935954;232714.55;1.973305434;0
2;10;1;C;2;4.433038823;256.3437638;903.0502441;442.6140587;145.8833333;450.3935954;232714.55;1.973305434;0
2;10;1;D;2;4.433038823;256.3437638;903.0502441;442.6140587;145.8833333;450.3935954;232714.55;1.973305434;0
2;10;1;E;2;4.433038823;256.3437638;903.0502441;442.6140587;145.8833333;450.3935954;232714.55;1.973305434;0
2;10;1;F;2;4.433038823;256.3437638;903.0502441;442.6140587;145.8833333;450.3935954;232714.55;1.973305434;0
2;10;1;G;2;4.433038823;256.3437638;903.0502441;442.6140587;145.8833333;450.3935954;232714.55;1.973305434;0
2;10;2;A+;5;4.085618344;259.7417573;893.9852272;379.6411906;155.238061;390.5521027;2561421.166;1.960816458;0
2;10;2;A;5;4.085618344;259.7417573;893.9852272;379.6411906;155.238061;390.5521027;2561421.166;1.960816458;0
2;10;2;B;5;4.085618344;259.7417573;893.9852272;379.6411906;155.238061;390.5521027;2561421.166;1.960816458;0
2;10;2;C;5;4.085618344;259.7417573;893.9852272;379.6411906;155.238061;390.5521027;2561421.166;1.960816458;0
2;10;2;D;5;4.085618344;259.7417573;893.9852272;379.6411906;155.238061;390.5521027;2561421.166;1.960816458;0
2;10;2;E;5;4.085618344;259.7417573;893.9852272;379.6411906;155.238061;390.5521027;2561421.166;1.960816458;0
2;10;2;F;5;4.085618344;259.7417573;893.9852272;379.6411906;155.238061;390.5521027;2561421.166;1.960816458;0
2;10;2;G;5;4.085618344;259.7417573;893.9852272;379.6411906;155.238061;390.5521027;2561421.166;1.960816458;0
3;0;0;A+;3;6.587870865;284.4743956;1145.611864;665.1527457;130.7155963;585.6366843;391082.1835;1.982173483;0
3;0;0;A;0;6.587870865;284.4743956;1145.611864;665.1527457;130.7155963;585.6366843;391082.1835;1.982173483;109
3;0;0;B;0;6.587870865;427.802844;1224.525447;601.811567;120.937799;584.3254187;492810.1914;1.971434659;209
3;0;0;C;0;6.587870865;482.7570274;1302.15392;605.7853178;124.3796226;583.1393584;3274010.05;1.961757341;1325
3;0;0;D;0;6.587870865;547.858943;1354.995434;603.2489582;122.5185659;583.0435869;5749138.942;1.960977425;2343
3;0;0;E;0;6.587870865;589.1341907;1375.618246;587.2674026;119.3836478;583.1026079;3680389.975;1.961458036;1590
3;0;0;F;0;6.587870865;667.2644453;1496.003336;649.3288612;125.797683;583.0014952;9437387.141;1.960634722;3539
3;0;0;G;0;6.587870865;663.1503548;1459.691026;644.9807064;120.910183;582.9729797;14672810.35;1.960402578;5411
3;0;1;A+;3;5.200060382;609.7002149;1163.968873;569.2134709;106.5888889;658.7082;229681.7889;1.9869787;0
3;0;1;A;3;5.200060382;609.7002149;1163.968873;569.2134709;106.5888889;658.7082;229681.7889;1.9869787;0
3;0;1;B;3;5.200060382;609.7002149;1163.968873;569.2134709;106.5888889;658.7082;229681.7889;1.9869787;0
3;0;1;C;0;5.200060382;609.7002149;1163.968873;569.2134709;106.5888889;658.7082;229681.7889;1.9869787;90
3;0;1;D;0;5.200060382;697.5842825;1214.150281;567.3679118;99.33846154;657.5507431;257165.1077;1.978524491;130
3;0;1;E;0;5.200060382;712.8825368;1290.40761;591.9007027;111.0612245;658.3997438;220921.6327;1.984723186;98
3;0;1;F;0;5.200060382;890.9125716;1528.277473;659.9271367;122.56875;657.0666447;448367.2438;1.974996213;160
3;0;1;G;0;5.200060382;893.5274209;1481.579963;678.9830595;113.0857143;655.6230316;1302177.143;1.964501517;525
3;0;2;A+;3;5.451995587;371.8539254;835.8878597;407.0997315;85.11267606;501.3333457;32989.09859;1.994437112;0
3;0;2;A;0;5.451995587;371.8539254;835.8878597;407.0997315;85.11267606;501.3333457;32989.09859;1.994437112;71
3;0;2;B;0;5.451995587;471.9898859;911.3356147;391.9945618;80.58438819;498.2664994;176379.1245;1.964991997;474
3;0;2;C;0;5.451995587;566.0282608;1030.353925;426.6559477;85.16618497;498.1000621;267485.8887;1.963403002;692
3;0;2;D;0;5.451995587;633.5267826;1100.82353;427.6334896;85.71113831;498.04478;272915.8286;1.962875423;817
3;0;2;E;0;5.451995587;687.430375;1160.578854;454.1587806;86.78445748;498.1053624;319591.3152;1.96345359;682
3;0;2;F;0;5.451995587;730.659615;1215.367159;525.2627493;88.90461049;498.1362752;320674.2766;1.963748654;629
3;0;2;G;0;5.451995587;771.2747008;1267.53309;533.2240289;91.02325581;498.2676176;285132.7442;1.965002676;473
3;1;0;A+;3;6.925551251;271.9593499;1207.394772;674.7603469;135.0701754;;;;0
3;1;0;A;0;6.925551251;271.9593499;1207.394772;674.7603469;135.0701754;589.6422967;190613.7193;2.003240719;57
3;1;0;B;0;6.925551251;432.8506294;1340.544653;622.6204797;131.0645161;587.5558814;229991.6129;1.986086317;93
3;1;0;C;0;6.925551251;443.5479074;1317.079679;541.2570793;126.1317316;584.5963383;1717768.055;1.961932984;1207
3;1;0;D;0;6.925551251;518.2054245;1387.985897;559.1849961;125.5900709;584.4921776;3149167.591;1.961086788;2115
3;1;0;E;0;6.925551251;587.227253;1437.040542;581.1419118;122.7069526;584.5439828;2453562.836;1.961507617;1539
3;1;0;F;0;6.925551251;699.9770392;1570.262582;619.2551392;125.6629994;584.4385519;6138027.731;1.960651239;3454
3;1;0;G;0;6.925551251;716.8641998;1579.904438;636.5042173;124.6168293;584.4252112;8103699.039;1.960542896;4100
3;1;1;A+;3;7.004390361;829.431038;1680.21431;568.493336;121.4642857;656.6460008;81965.92857;2.004044783;0
3;1;1;A;3;7.004390361;829.431038;1680.21431;568.493336;121.4642857;656.6460008;81965.92857;2.004044783;0
3;1;1;B;3;7.004390361;829.431038;1680.21431;568.493336;121.4642857;656.6460008;81965.92857;2.004044783;0
3;1;1;C;3;7.004390361;829.431038;1680.21431;568.493336;121.4642857;656.6460008;81965.92857;2.004044783;0
3;1;1;D;3;7.004390361;829.431038;1680.21431;568.493336;121.4642857;656.6460008;81965.92857;2.004044783;0
3;1;1;E;0;7.004390361;829.431038;1680.21431;568.493336;121.4642857;656.6460008;81965.92857;2.004044783;56
3;1;1;F;0;7.004390361;881.3619083;1695.701166;672.1636858;116.2612613;653.6269228;170657.4234;1.981765282;111
3;1;1;G;0;7.004390361;770.7584119;1556.207998;657.9302655;112.1367521;651.5806033;475681.4359;1.966765003;351
3;1;2;A+;3;5.663003798;402.1364643;870.0421532;344.1448802;82.625;516.2709415;10926.875;1.993943368;0
3;1;2;A;0;5.663003798;402.1364643;870.0421532;344.1448802;82.625;516.2709415;10926.875;1.993943368;72
3;1;2;B;0;5.663003798;500.6015611;994.7833456;427.9287972;87.26495726;513.7259395;47349.57265;1.970197599;234
3;1;2;C;0;5.663003798;541.8654447;1005.453633;418.0548656;81.86259542;513.2774466;98390.58015;1.966034107;393
3;1;2;D;0;5.663003798;594.4169435;1039.215643;462.4693323;78.54465849;513.0725991;163537.6112;1.964134565;571
3;1;2;E;0;5.663003798;685.1972306;1142.550418;498.2772593;80.7615894;513.4759977;106690.8344;1.967876531;302
3;1;2;F;0;5.663003798;721.3166251;1196.367432;516.0042767;83.88671875;513.6304457;152699.7148;1.96931057;256
3;1;2;G;0;5.663003798;835.8331042;1295.995724;570.6703741;81.25769231;513.6148312;274525.7346;1.969165556;260
3;2;0;A+;3;6.266642463;349.0903919;1141.786972;604.6751971;126.4946237;548.1670612;158755.2473;1.986086317;0
3;2;0;A;0;6.266642463;349.0903919;1141.786972;604.6751971;126.4946237;548.1670612;158755.2473;1.986086317;93
3;2;0;B;0;6.266642463;393.1344478;1067.691722;445.4322116;107.6425339;545.7989234;428257.5204;1.965357827;442
3;2;0;C;0;6.266642463;483.5235031;1196.442324;483.0263629;113.7640809;545.2257341;5265144.949;1.960364178;5930
3;2;0;D;0;6.266642463;539.9959044;1236.208758;513.1023376;111.0982249;545.2335364;4401825.084;1.96043209;5070
3;2;0;E;0;6.266642463;674.1992499;1370.237615;543.8263324;111.0703809;545.2085212;8208820.056;1.960214361;9477
3;2;0;F;0;6.266642463;684.6422718;1380.119642;573.9479272;110.9808601;545.2441908;4245623.45;1.96052483;4232
3;2;0;G;0;6.266642463;648.7069641;1321.00425;556.5193158;107.2818961;545.3173374;1665383.42;1.961161611;1983
3;2;1;A+;3;6.511222138;559.4441512;1200.778253;490.3489805;98.49673203;601.9026516;134152.2484;1.975693928;0
3;2;1;A;3;6.511222138;559.4441512;1200.778253;490.3489805;98.49673203;601.9026516;134152.2484;1.975693928;0
3;2;1;B;3;6.511222138;559.4441512;1200.778253;490.3489805;98.49673203;601.9026516;134152.2484;1.975693928;0
3;2;1;C;0;6.511222138;559.4441512;1200.778253;490.3489805;98.49673203;601.9026516;134152.2484;1.975693928;153
3;2;1;D;0;6.511222138;509.4107595;1153.97108;537.3331903;98.9922179;601.094603;161659.9844;1.96927389;257
3;2;1;E;0;6.511222138;718.5796324;1374.78812;548.7755449;100.781155;600.8360492;249176.2432;1.967222827;329
3;2;1;F;0;6.511222138;819.0928468;1518.51649;618.9597456;107.4181818;601.0171906;231732.9091;1.968659628;275
3;2;1;G;0;6.511222138;863.2918763;1531.807494;593.5407214;102.6712963;601.3194887;184129.662;1.971059122;216
3;2;2;A+;3;4.087253601;452.9188597;846.8188562;390.5942478;96.37278107;500.6521689;131915.0296;1.967028285;0
3;2;2;A;0;4.087253601;452.9188597;846.8188562;390.5942478;96.37278107;500.6521689;131915.0296;1.967028285;338
3;2;2;B;0;4.087253601;590.0003468;963.0949991;401.63862;91.28248175;500.0000922;725675.3591;1.960830469;2740
3;2;2;C;0;4.087253601;697.2991384;1072.388074;426.2866936;91.77040912;499.9555192;1445118.833;1.960407333;5353
3;2;2;D;0;4.087253601;759.9502726;1132.710694;446.0630764;91.20070779;499.9720212;1184322.638;1.960563981;3956
3;2;2;E;0;4.087253601;839.3302299;1212.086231;484.6724758;91.19962628;499.9866953;962757.0396;1.960703284;3211
3;2;2;F;0;4.087253601;906.0924362;1277.452433;511.0316073;90.85807575;500.0177104;700125.7327;1.960997739;2297
3;2;2;G;0;4.087253601;944.566432;1319.161388;528.8134967;91.64955071;500.2303979;177459.3273;1.963017845;779
3;3;0;A+;3;6.35153817;276.7520141;1106.285449;485.3041193;130.6035503;533.6296737;179364.4379;1.974185191;0
3;3;0;A;0;6.35153817;276.7520141;1106.285449;485.3041193;130.6035503;533.6296737;179364.4379;1.974185191;169
3;3;0;B;0;6.35153817;370.575856;1187.091657;469.0023832;128.5540257;532.1187842;2353759.498;1.960674498;3341
3;3;0;C;0;6.35153817;479.1793717;1279.444167;488.4920202;125.995432;532.0597186;8204028.73;1.960147685;12916
3;3;0;D;0;6.35153817;583.0974188;1373.063303;532.9560272;124.373949;532.0560655;10328825.55;1.960115106;15700
3;3;0;E;0;6.35153817;538.7324795;1317.721807;532.9227319;122.6457759;532.1002139;2751152.432;1.960508857;4356
3;3;0;F;0;6.35153817;540.9021115;1321.392318;525.8158875;122.8820777;532.1637044;1502274.284;1.961075217;2137
3;3;0;G;0;6.35153817;521.1548883;1279.883843;521.2410615;119.4559387;532.5504501;483061.4866;1.964527705;522
3;3;1;A+;3;4.804832825;510.7197775;1061.922078;404.476042;114.7183099;590.1712181;50612.73239;1.976931489;0
3;3;1;A;3;4.804832825;510.7197775;1061.922078;404.476042;114.7183099;590.1712181;50612.73239;1.976931489;0
3;3;1;B;0;4.804832825;510.7197775;1061.922078;404.476042;114.7183099;590.1712181;50612.73239;1.976931489;142
3;3;1;C;0;4.804832825;667.2120241;1204.589455;542.2657798;111.8410256;588.8320291;267954.1436;1.966081064;390
3;3;1;D;0;4.804832825;864.2342016;1427.633739;552.7208514;117.2568449;588.4589255;419802.4016;1.96306576;767
3;3;1;E;0;4.804832825;848.9412765;1416.179883;521.4854855;118.0558464;588.5894148;265798.2129;1.964119952;573
3;3;1;F;0;4.804832825;934.7310573;1495.638348;560.1122034;116.738149;588.7410623;220365.6253;1.965345591;443
3;3;1;G;0;4.804832825;864.99018;1466.172308;583.0235086;125.1203008;590.3149812;38428.07519;1.978098842;133
3;3;2;A+;0;3.903237691;153.0991552;611.9692564;332.7391044;117.5614035;479.1955988;7684.035088;2.003240719;57
3;3;2;A;0;3.903237691;493.4029628;911.2538511;371.3937402;107.052381;475.4655139;91748.84762;1.965641842;420
3;3;2;B;0;3.903237691;599.3080303;1013.052342;388.4170908;106.000286;474.9657284;967378.9997;1.960642783;3497
3;3;2;C;0;3.903237691;700.9164082;1108.756254;414.3537468;104.4875762;474.934911;1843214.762;1.960334837;6399
3;3;2;D;0;3.903237691;788.6180396;1200.077963;453.01313;105.4150313;474.9473836;1478160.918;1.960459466;4790
3;3;2;E;0;3.903237691;840.3414198;1251.822143;469.5167862;105.4203601;474.9800627;889203.6828;1.960786031;2888
3;3;2;F;0;3.903237691;877.2733343;1286.537472;480.2462117;104.8524763;475.1484655;327605.3467;1.962469524;949
3;3;2;G;0;3.903237691;851.2501781;1256.35049;492.1094801;103.7857143;476.615332;34689.57143;1.977177724;140
3;4;0;A+;3;7.46873884;188.7889858;1193.611468;510.8157715;134.5371025;476.2939448;258170.3604;1.968411901;0
3;4;0;A;0;7.46873884;188.7889858;1193.611468;510.8157715;134.5371025;476.2939448;258170.3604;1.968411901;283
3;4;0;B;0;7.46873884;184.9308121;1142.980973;464.7263614;128.2746902;475.4933513;5035575.128;1.960409581;5326
3;4;0;C;0;7.46873884;247.5188866;1175.876999;478.9555116;124.2991799;475.4540146;33616144.58;1.960017;44749
3;4;0;D;0;7.46873884;311.1245326;1228.793951;503.849422;122.8680556;475.4781881;6122855.611;1.960258245;8064
3;4;0;E;0;7.46873884;322.1660503;1255.361132;554.6379886;124.9468085;475.6789993;902326.0745;1.962263119;1034
3;4;0;F;0;7.46873884;408.0439312;1312.409659;540.6217517;121.0868056;476.2791807;213582.8299;1.968264113;288
3;4;0;G;0;7.46873884;535.6608752;1451.52891;625.7253523;122.6268657;479.0920403;71033.67164;1.996564419;67
3;4;1;A+;3;6.020947231;374.5433561;1035.94055;413.2838508;109.849359;469.3255603;256759.8397;1.963779086;0
3;4;1;A;3;6.020947231;374.5433561;1035.94055;413.2838508;109.849359;469.3255603;256759.8397;1.963779086;0
3;4;1;B;0;6.020947231;374.5433561;1035.94055;413.2838508;109.849359;469.3255603;256759.8397;1.963779086;624
3;4;1;C;0;6.020947231;424.0403166;1121.609065;442.0587876;115.8569776;469.0391953;1289563.939;1.96087928;2594
3;4;1;D;0;6.020947231;522.2886229;1201.840499;470.5468285;112.8646125;469.1680319;458009.3688;1.962183528;1071
3;4;1;E;0;6.020947231;651.7993367;1330.890411;495.0196377;112.7880795;470.5197652;61243.21854;1.975905331;151
3;4;1;F;0;6.020947231;473.1006095;1199.226845;369.4236382;120.6;473.8084455;18434;2.009575237;50
3;4;1;G;2;6.020947231;473.1006095;1199.226845;369.4236382;120.6;473.8084455;18434;2.009575237;0
3;4;2;A+;3;6.138306194;298.1173289;926.2146052;382.4908543;102.3242009;440.954324;63587.98174;1.970905601;0
3;4;2;A;0;6.138306194;298.1173289;926.2146052;382.4908543;102.3242009;440.954324;63587.98174;1.970905601;219
3;4;2;B;0;6.138306194;320.7431395;908.8283544;365.1226062;95.80578035;439.9926793;1242880.855;1.960512764;4325
3;4;2;C;0;6.138306194;421.5710284;1030.034265;411.455047;99.12559224;439.9583434;3776584.261;1.96014242;13297
3;4;2;D;0;6.138306194;506.5629157;1135.643775;439.5670707;102.4844379;439.98839;1392249.606;1.960466498;4723
3;4;2;E;0;6.138306194;568.7436217;1207.330946;473.3662481;104.0331492;440.3482112;195285.4033;1.964350493;543
3;4;2;F;0;6.138306194;610.235905;1226.153549;536.2361579;100.34;442.1807024;36348.44;1.984216952;100
3;4;2;G;2;6.138306194;610.235905;1226.153549;536.2361579;100.34;442.1807024;36348.44;1.984216952;0
3;5;0;A+;3;6.385234195;298.6557936;1166.490939;461.1049725;135.9128137;422.8078691;800662.2457;1.963106854;0
3;5;0;A;0;6.385234195;298.6557936;1166.490939;461.1049725;135.9128137;422.8078691;800662.2457;1.963106854;757
3;5;0;B;0;6.385234195;275.8392436;1114.435851;427.0299878;131.3337275;422.5559058;6365840.332;1.960275764;7611
3;5;0;C;0;6.385234195;256.3989503;1066.946787;429.1505347;126.9409722;422.7118097;960583.9861;1.962027169;1152
3;5;0;D;0;6.385234195;336.2838232;1134.911078;486.8756258;125.0740741;426.5715653;49101.7037;2.005745995;54
3;5;0;E;2;6.385234195;336.2838232;1134.911078;486.8756258;125.0740741;426.5715653;49101.7037;2.005745995;0
3;5;0;F;2;6.385234195;336.2838232;1134.911078;486.8756258;125.0740741;426.5715653;49101.7037;2.005745995;0
3;5;0;G;2;6.385234195;336.2838232;1134.911078;486.8756258;125.0740741;426.5715653;49101.7037;2.005745995;0
3;5;1;A+;3;4.170826027;561.4514705;1051.801584;412.0334865;117.5666667;424.9961706;409023.0333;1.967200683;0
3;5;1;A;3;4.170826027;561.4514705;1051.801584;412.0334865;117.5666667;424.9961706;409023.0333;1.967200683;0
3;5;1;B;0;4.170826027;561.4514705;1051.801584;412.0334865;117.5666667;424.9961706;409023.0333;1.967200683;330
3;5;1;C;0;4.170826027;581.1830025;1066.744061;407.3924138;116.4184397;425.8734907;82332.31206;1.97705372;141
3;5;1;D;2;4.170826027;581.1830025;1066.744061;407.3924138;116.4184397;425.8734907;82332.31206;1.97705372;0
3;5;1;E;2;4.170826027;581.1830025;1066.744061;407.3924138;116.4184397;425.8734907;82332.31206;1.97705372;0
3;5;1;F;2;4.170826027;581.1830025;1066.744061;407.3924138;116.4184397;425.8734907;82332.31206;1.97705372;0
3;5;1;G;2;4.170826027;581.1830025;1066.744061;407.3924138;116.4184397;425.8734907;82332.31206;1.97705372;0
3;5;2;A+;3;5.186434748;295.8124551;763.3414284;328.3789537;90.14457831;367.5467315;16474.26506;1.989318557;0
3;5;2;A;0;5.186434748;295.8124551;763.3414284;328.3789537;90.14457831;367.5467315;16474.26506;1.989318557;83
3;5;2;B;0;5.186434748;362.8084134;847.834334;336.1785458;93.51817657;365.4042196;452058.6774;1.961334598;1733
3;5;2;C;0;5.186434748;388.2467842;885.9847139;371.1497431;95.96918768;365.5551582;217917.3221;1.963296712;714
3;5;2;D;2;5.186434748;388.2467842;885.9847139;371.1497431;95.96918768;365.5551582;217917.3221;1.963296712;0
3;5;2;E;2;5.186434748;388.2467842;885.9847139;371.1497431;95.96918768;365.5551582;217917.3221;1.963296712;0
3;5;2;F;2;5.186434748;388.2467842;885.9847139;371.1497431;95.96918768;365.5551582;217917.3221;1.963296712;0
3;5;2;G;2;5.186434748;388.2467842;885.9847139;371.1497431;95.96918768;365.5551582;217917.3221;1.963296712;0
3;6;0;A+;3;6.321366061;181.8616016;1103.047769;465.9961671;145.7258065;408.9568657;607532.371;1.965457757;0
3;6;0;A;0;6.321366061;181.8616016;1103.047769;465.9961671;145.7258065;408.9568657;607532.371;1.965457757;434
3;6;0;B;0;6.321366061;193.6811565;1059.823138;418.0554243;137.0181655;408.51049;7333271.42;1.960267545;7817
3;6;0;C;0;6.321366061;254.2353177;1102.636469;457.3712519;134.2116788;408.7832837;736698.3066;1.963438258;685
3;6;0;D;2;6.321366061;254.2353177;1102.636469;457.3712519;134.2116788;408.7832837;736698.3066;1.963438258;0
3;6;0;E;2;6.321366061;254.2353177;1102.636469;457.3712519;134.2116788;408.7832837;736698.3066;1.963438258;0
3;6;0;F;2;6.321366061;254.2353177;1102.636469;457.3712519;134.2116788;408.7832837;736698.3066;1.963438258;0
3;6;0;G;2;6.321366061;254.2353177;1102.636469;457.3712519;134.2116788;408.7832837;736698.3066;1.963438258;0
3;6;1;A+;3;5.601189067;346.8209397;1059.33491;431.7365;127.2076271;435.9324369;134138.8263;1.970110062;0
